kelime,kok
buraya,bura:ya
sözümüze,söz:ümüze
teşkil,teşkil
dolmuştu,dolmuş:tu
geceler,gece:ler
duvarlarda,duvar:larda
mezgitler,mezgit:ler
değilmiş,değil:miş
seslendi,sesle:ndi
kırılmıştım,kır:ılmıştım
lazımmış,lazım:mış
kaçtım,kaç:tım
resimle,res:imle
yapmamalıydı,yap:mamalıydı
kuytu,kuytu
ağacına,ağaç:ına
duvarı,duvar:ı
bağlıyordu,bağla:yordu
resmiydi,resmi:ydi
bakıyordu,bak:ıyordu
bağladın,bağla:dın
gidemem,git:emem
siyasetten,siyaset:ten
değişecektim,değiş:ecektim
kristal,kristal
görmenin,gör:menin
şaşılacak,şaş:ılacak
geçti,geç:ti
taciz,taciz
arkalığında,arkalık:ında
cebinde,cebin:de
malik,malik
tut,tut
verişi,ver:işi
tenhadır,tenha:dır
geç,geç
açılmış,aç:ılmış
daireye,daire:ye
seyyahlara,seyyah:lara
sevgilerine,sevgi:lerine
bulunmak,bulun:mak
sabırsızlık,sabır:sızlık
sebepsiz,sebep:siz
kapamayacağım,kapa:mayacağım
yolda,yol:da
tüccar,tüccar
değiştim,değiş:tim
asılmış,asıl:mış
üzüyor,üz:üyor
şeydir,şey:dir
patronu,patron:u
değiştir,değiş:tir
efendi'ler,efendi:'ler
gitmiyor,git:miyor
gülüşüyle,gül:üşüyle
şartname,şartname
titriyordu,titre:yordu
sonsuz,sonsuz
yeteri,yeter:i
katlı,kat:lı
krem,krem
cumburlop,cumburlop
boşluk,boşluk
mevcudiyetine,mevcudiyet:ine
mürekkebi,mürekkep:i
devamına,devam:ına
türlüsüydü,türlü:süydü
söylerim,söyle:rim
dökebilirsiniz,dök:ebilirsiniz
duyuluyor,duy:uluyor
yazmaması,yaz:maması
saklıyor,sakla:yor
çevirmeden,çevir:meden
ocak,ocak
ayakkabısı,ayakkabı:sı
mart,mart
saklamıyor,sakla:mıyor
kurşunkalem,kurşunkalem
yerime,yer:ime
gelmesini,gel:mesini
mutludur,mutlu:dur
kapıldım,kapıl:dım
mary,mary
bedbaht,bedbaht
manzarayı,manzara:yı
işbaşına,işbaşı:na
yanımızda,yan:ımızda
hatip,hatip
misafirleri,misafir:leri
sevindim,sevin:dim
düşünüyordum,düşün:üyordum
gelene,gele:ne
dinlediğini,dinle:diğini
neşe,neşe
boğazında,boğaz:ında
ayrıydı,ayrı:ydı
ellerimi,el:lerimi
ıslak,ıslak
ıslah,ıslah
gider,gider
ortalarıydı,orta:larıydı
yemiş,ye:miş
dişlerini,diş:lerini
giden,git:en
kurtulamadım,kurtul:amadım
ediyorsa,et:iyorsa
tanıtmak,tanı:tmak
bakıcıya,bakıcı:ya
vardınız,var:dınız
sergideki,sergi:deki
edilmeyen,et:ilmeyen
sıkıyor,sık:ıyor
dokunarak,dokun:arak
sayılırlar,say:ılırlar
yürümüştük,yürü:müştük
yatakhanesi,yatakhane:si
tamamlayamadan,tamamla:yamadan
büyümeye,büyü:meye
şarkılar,şarkı:lar
gelivermesi,gel:ivermesi
saati,saat:i
çıkmaları,çıkma:ları
gitseydim,git:seydim
bilseydim,bil:seydim
gururundan,gurur:undan
edwin,edwin
doyuracağım,doyur:acağım
mahlukum,mahluk:um
saate,saat:e
zehirli,zehir:li
koyuvererek,koyuver:erek
duyuldu,duy:uldu
kılçık,kılçık
müteessir,müteessir
zannetmekten,zannet:mekten
başlamadan,başla:madan
mesela,mesela
figürü,figür:ü
aşırı,aşırı
mesele,mesel:e
içeriden,içeri:den
geçindiklerini,geçin:diklerini
çalınca,çal:ınca
demeden,de:meden
zındıkça,zındık:ça
tafsilat,tafsilat
düşüverecekmişim,düş:üverecekmişim
gidiyorsun,git:iyorsun
hastaya,hasta:ya
doğrulduğunu,doğrul:duğunu
kırışıksız,kırışık:sız
fırtına,fırtına
yukarı,yukarı
burayı,bura:yı
bakma,bak:ma
metaneti,metanet:i
uyumadı,uyu:madı
kırık,kırık
otlara,ot:lara
gururları,gurur:ları
yaktı,yak:tı
duvara,duvar:a
mesajda,mesaj:da
çırçıplak,çırçıplak
rastladığım,rastla:dığım
buselere,buse:lere
zevklerinden,zevk:lerinden
eşyamızdan,eşya:mızdan
ettiği,et:tiği
maksatla,maksat:la
ilerletirdim,ilerle:tirdim
baskılar,baskı:lar
koştuğunu,koş:tuğunu
seneler,sene:ler
mektuplarını,mektup:larını
hastalandı,hastalan:dı
evlerde,ev:lerde
elbisesinden,elbise:sinden
bilinmeyen,bilinmeyen
aramaya,arama:ya
muhayyilemi,muhayyile:mi
yarayacak,yara:yacak
benzerini,benzer:ini
yaklaşabileceklerine,yaklaş:abileceklerine
fikirlerden,fikir:lerden
kerestelerinin,kereste:lerinin
pembeliği,pembe:liği
param,para:m
itiyat,itiyat
atışımı,atış:ımı
güzelliği,güzel:liği
bulmuştu,bul:muştu
içi,içi
sırtımda,sırt:ımda
kafayı,kafa:yı
tabiatı,tabiat:ı
hazırladığım,hazırla:dığım
görmediğimi,gör:mediğimi
okumayı,oku:mayı
fidanıdır,fidan:ıdır
uğramaz,uğra:maz
siyasi,siyasi
göğsümü,göğüs:mü
kızma,kız:ma
çayırlar,çayır:lar
kavuşturmuş,kavuş:turmuş
kelime,kelime
halis,halis
istiflerini,istif:lerini
bacanın,baca:nın
kararınız,karar:ınız
buluşuruz,buluş:uruz
karımla,karı:mla
kalkmadı,kalk:madı
olabildiğince,ol:abildiğince
çıktığımız,çık:tığımız
gülmüş,gül:müş
adama,ada:ma
bağlıydı,bağl:ıydı
farkındaydım,fark:ındaydım
halim,halim
kucakladığını,kucakla:dığını
muhtaç,muhtaç
ilerlemek,ilerle:mek
mavna,mavna
sustu,sus:tu
olmuş,ol:muş
etkiledi,etkile:di
dakika,dakika
batırarak,batır:arak
araştırmalarına,araştırma:larına
ingilizce,ingilizce
dolu,dolu
komodinin,komodin:in
duvarının,duvar:ının
yatağında,yatak:ında
vuracağı,vur:acağı
emrediyor,emret:iyor
çırpındığı,çırpın:dığı
olduklarını,ol:duklarını
geçmişti,geçmiş:ti
serbestliğim,serbest:liğim
domuz,domuz
düşüren,düşür:en
kaybolana,kaybol:ana
dudaklarını,dudak:larını
etrafımızdan,etraf:ımızdan
müphem,müphem
izahatın,izahat:ın
yüzerek,yüz:erek
kibirli,kibir:li
anlayamadığım,anla:yamadığım
çıkarmasana,çıkar:masana
tablodakinden,tablo:dakinden
kalmamak,kal:mamak
tereddütlerim,tereddüt:lerim
sesin,ses:in
kocamın,koca:mın
alırken,al:ırken
geldiğinden,gel:diğinden
kirpi,kirpi
münakaşasız,münakaşa:sız
bulamadan,bula:madan
mevkiinin,mevkii:nin
yalancıdır,yalan:cıdır
olmaya,ol:maya
merkezinde,merkez:inde
neden,neden
amacı,amaç:ı
elindeki,el:indeki
hasretle,hasret:le
kalmanı,kal:manı
mantar,mantar
çoktan,çok:tan
kapıcılara,kapıcı:lara
atıştık,atış:tık
okumaya,oku:maya
oralarda,ora:larda
almıyor,al:mıyor
rahatladı,rahatla:dı
becerebildiği,becer:ebildiği
bahçıvanlar,bahçıvan:lar
mikrofon,mikrofon
oradaydılar,ora:daydılar
ebedi,ebedi
deneyelim,dene:yelim
şefkat,şefkat
heykele,heykel:e
versin,ver:sin
mark,mark
midir,mi:dir
benzerim,benzeri:m
hepimizin,hep:imizin
tazeydi,taze:ydi
şişeden,şişe:den
yöneldiğini,yönel:diğini
geçmiş,geçmiş
güçsüz,güç:süz
teşekkürde,teşekkür:de
yerler,ye:rler
gittiğimizi,git:tiğimizi
tasavvur,tasavvur
öğrenip,öğren:ip
arası,ara:sı
satırları,satır:ları
ortadaydı,orta:daydı
yolumun,yol:umun
çıkarmadılar,çıkarma:dılar
ilerliyordum,ilerle:yordum
kuzgunlar,kuzgun:lar
inanmadığı,inan:madığı
çığlık,çığlık
adamdır,ada:mdır
konuşamıyoruz,konuş:amıyoruz
büyüyerek,büyü:yerek
ermekti,ermek:ti
şapka,şapka
bulduğuma,bul:duğuma
düşünerek,düşün:erek
gizlenir,gizle:nir
başladıktan,başla:dıktan
uğradım,uğra:dım
düşüncelerinden,düşünce:lerinden
mutavassıtlıktan,mutavassıt:lıktan
buralarda,bura:larda
turtaları,turta:ları
fakat,fakat
kurtulacağımı,kurtul:acağımı
eşi,eş:i
esnada,esna:da
yapraklar,yaprak:lar
bölümü,bölüm:ü
yumruğunu,yumruk:unu
sebepsizliğini,sebep:sizliğini
geldiğinde,gel:diğinde
hımbılın,hımbıl:ın
dudaklarına,dudak:larına
hastanenin,hastane:nin
beşlik,beş:lik
dişi,dişi
jigoloların,jigolo:ların
arasında,ara:sında
arayıp,ara:yıp
dertten,dert:ten
nikbin,nikbin
yaşından,yaş:ından
hizmetçi,hizmetçi
mukallitliğine,mukallit:liğine
varlığı,varlık:ı
bırakmadılar,bırak:madılar
geçirdiğini,geçir:diğini
aşka,aşk:a
şehrinde,şehir:nde
çevik,çevik
olmayı,ol:mayı
binlerce,binlerce
çekebilseler,çek:ebilseler
yaşlarında,yaş:larında
sıhhatine,sıhhat:ine
dairede,daire:de
anlamadığını,anla:madığını
çocuklara,çocuk:lara
bahsedermiş,bahset:ermiş
okudum,oku:dum
ısrarlarıma,ısrar:larıma
enine,en:ine
gerekiyor,gerek:iyor
boğularak,boğ:ularak
yeniden,yeni:den
ayağının,ayak:ının
istisnasız,istisna:sız
muallimden,muallim:den
çekinirdim,çekin:irdim
münakaşayı,münakaşa:yı
öpmek,öp:mek
müdürlerinden,müdür:lerinden
yanıtlar,yanıtla:r
istemez,iste:mez
tatmıştık,tat:mıştık
şaşkındı,şaşkın:dı
yeridir,yeridir
gidebilmenin,git:ebilmenin
atıyorlar,ata:yorlar
olamazdı,olamaz:dı
çiftlik,çiftlik
parçalanıyormuş,parçala:nıyormuş
şirkete,şirket:e
geleni,geleni
çoğunlukla,çoğunluk:la
çiy,çiy
benimkilere,benimki:lere
uçurmak,uçur:mak
yaptırmaya,yap:tırmaya
gözlerinde,göz:lerinde
dağıldıkça,dağıl:dıkça
lazımdı,lazım:dı
utanmalısın,utan:malısın
baktıktan,bak:tıktan
şaşıracak,şaşır:acak
zanneden,zannet:en
korkunç,korkunç
gitmeleridir,git:meleridir
verebilirdi,ver:ebilirdi
büyüyorsun,büyü:yorsun
fayans,fayans
zabitten,zabit:ten
sohbete,sohbet:e
edilemeyecek,et:ilemeyecek
yandaki,yan:daki
felaketi,felaket:i
hayallerden,hayal:lerden
kaplı,kaplı
lazım,lazım
umutla,umut:la
açıyordu,aç:ıyordu
kuşların,kuş:ların
ruhlarımızın,ruh:larımızın
hakikattekinden,hakikat:tekinden
esrarı,esrar:ı
hatırladı,hatırla:dı
çıkmanıza,çıkma:nıza
yabankedisinin,yabankedi:sinin
etli,et:li
fevkaladelik,fevkalade:lik
üniformasından,üniforma:sından
kalması,kal:ması
hoşlanmamıştı,hoşlan:mamıştı
esrarını,esrar:ını
sorunca,sor:unca
adıma,ad:ıma
mustatil,mustatil
türkle,türk:le
sarsarak,sars:arak
kıyafetime,kıyafet:ime
damla,damla
firmanın,firma:nın
astı,ast:ı
manasına,mana:sına
karşılarında,karşı:larında
takılı,takı:lı
kısalabilmeyi,kısal:abilmeyi
ihtiyatsızlıkta,ihtiyat:sızlıkta
kraliçeye,kraliçe:ye
tenhalaştığı,tenha:laştığı
analarını,ana:larını
kapanmamı,kapan:mamı
sivas,sivas
görmeyeceğim,gör:meyeceğim
etrafını,etraf:ını
düşürmüş,düşür:müş
arkasına,arka:sına
kata,kat:a
dönüşüp,dönüş:üp
ahmaksın,ahmak:sın
evimiz,ev:imiz
perona,pero:na
olabileceğimi,ol:abileceğimi
mırıldanıyor,mırıldan:ıyor
merakla,merak:la
götüremeyeceğini,götür:emeyeceğini
bileyim,bil:eyim
etrafının,etraf:ının
göremedim,gör:emedim
otoritesi,otorite:si
günler,gün:ler
gösterecek,göster:ecek
kızlara,kız:lara
çay,çay
arkamda,arka:mda
hazırlanmış,hazırla:nmış
giyemediniz,giy:emediniz
meselelerin,mesele:lerin
bitenlerden,bit:enlerden
çam,çam
berrak,berrak
alakayla,alaka:yla
süzüldü,süzül:dü
hadde,had:de
boynuna,boyun:na
istediği,iste:diği
uykusu,uyku:su
mecburdur,mecbur:dur
yüzlercesini,yüzlerce:sini
mısın,mısın
biriyiz,bir:iyiz
mısır,mısır
maharetim,maharet:im
taşımıyordu,taşı:mıyordu
tanışmış,tanış:mış
anlarında,an:larında
biriyim,biri:yim
aydınlatılmış,aydınlat:ılmış
tahammüle,tahammül:e
kapatıyorum,kapat:ıyorum
söylüyorsun,söyle:üyorsun
numaralar,numara:lar
yarışıdır,yarış:ıdır
basarak,bas:arak
bekleyin,bekle:yin
kahkahayla,kahkaha:yla
unutmayan,unut:mayan
çocukça,çocukça
aldırmadan,aldır:madan
delmek,del:mek
unutuyor,unut:uyor
kızarttınız,kızart:tınız
hürmetle,hürmet:le
canlı,canlı
albümünün,albüm:ünün
kavanozunu,kavanoz:unu
zatülcenp,zatülcenp
çuvaldan,çuval:dan
çalışmasam,çalış:masam
açıklayamaz,açıkla:yamaz
salondakiler,salon:dakiler
mahzundu,mahzun:du
hanım,hanım
delilikti,deli:likti
düşünceydi,düşünce:ydi
bebeği,bebek:i
alamadıklarından,al:amadıklarından
ressamlarla,ressam:larla
derdin,dert:in
bebeğe,bebek:e
açıklayamam,açıkla:yamam
yağmurlu,yağmurlu
genişleyen,genişle:yen
arayacaktım,ara:yacaktım
marifeti,marifet:i
içerisinde,içeri:sinde
tecessüsümü,tecessüs:ümü
koma,ko:ma
oyun,oyun
kıvrıla,kıvır:la
çıkarmaktan,çıkar:maktan
edilecek,et:ilecek
yosunlar,yosun:lar
tıkılmaları,tık:ılmaları
meseleler,mesele:ler
oturacağını,oturacak:ını
muvazenesi,muvazene:si
tecessüsü,tecessüs:ü
duvarların,duvar:ların
ötüyordu,öt:üyordu
hiddetlerimiz,hiddet:lerimiz
der,der
koltuğunun,koltuk:unun
kesivermekti,kes:ivermekti
sokuldu,sokul:du
mektuplarının,mektup:larının
dek,dek
del,del
hesabı,hesap:ı
hoşuna,hoş:una
anlattım,anlat:tım
sözcüğünün,sözcük:ünün
kavanozu,kavanoz:u
elbise,elbise
beğendiğimi,beğen:diğimi
gitmesen,git:mesen
olamazdım,olamaz:dım
kızları,kız:ları
boşalttığı,boşalt:tığı
yapabiliyordum,yap:abiliyordum
kalpli,kalp:li
dikmiştim,dik:miştim
cızırdıyordu,cızırda:ıyordu
cezamı,ceza:mı
arzu,arzu
zamanlarını,zaman:larını
dinleyemiyoruz,dinle:yemiyoruz
dikkat,dikkat
yürüyen,yürü:yen
diğerlerinden,diğer:lerinden
hükümlerini,hüküm:lerini
anlatacak,anlat:acak
yoksa,yoksa
hükümlerine,hüküm:lerine
duyduğumdan,duy:duğumdan
bağdat,bağdat
tembellerden,tembel:lerden
çantasıyla,çanta:sıyla
elbiseli,elbise:li
bakmakla,bak:makla
sefertası,sefertas:ı
söylendi,söylen:di
arkasını,arka:sını
hüviyetin,hüviyet:in
havluyu,havlu:yu
dönüyor,dön:üyor
geleli,gel:eli
kalkışmanın,kalkış:manın
beyle,bey:le
hoplaya,hopla:ya
attığını,at:tığını
borçlu,borç:lu
şeklinde,şekli:nde
çorbası,çorba:sı
yoğunlaşır,yoğun:laşır
noksandı,noksan:dı
oturalım,otur:alım
attığın,at:tığın
düşünecek,düşün:ecek
koruya,koru:ya
inandırdın,inan:dırdın
fabrikaya,fabrika:ya
omnibüsler,omnibüs:ler
ilerlemiştim,ilerle:miştim
ehemmiyetleri,ehemmiyet:leri
meraklı,meraklı
acayipliğine,acayip:liğine
yaşarken,yaşa:rken
defterle,defter:le
bakımından,bakımından
dakikaya,dakika:ya
telaşa,telaş:a
mirası,mira:sı
sönük,sönük
gerekecek,gerek:ecek
bellerinden,bel:lerinden
sabırla,sabır:la
koş,koş
huyunu,huy:unu
hissediyorum,hisset:iyorum
alırım,al:ırım
hayallerindekini,hayal:lerindekini
mahrum,mahrum
merbuttum,merbut:tum
başlayacağını,başla:yacağını
sarayın,saray:ın
telaşım,telaş:ım
bağla,bağ:la
bilmediğimi,bil:mediğimi
gırtlağından,gırtlak:ından
öğrenemeyeceğimden,öğren:emeyeceğimden
artırmadığını,artır:madığını
alınmadığı,alın:madığı
kalktı,kalk:tı
soktuğu,sok:tuğu
peni,peni
başkalarına,başka:larına
oku,oku
süslemeler,süsle:meler
yolculukta,yolculuk:ta
önermeyi,öner:meyi
yanıt,yanıt
yanıp,yan:ıp
allahaısmarladık,allahaısmarladık
onları,onlar:ı
bakıyorlar,bak:ıyorlar
köyleri,köy:leri
memnuniyet,memnuniyet
eğilerek,eğil:erek
bahsetmiş,bahset:miş
söylediklerine,söyle:diklerine
fantazisini,fantazi:sini
cesaretim,cesaret:im
yapmanın,yapma:nın
bitmeden,bit:meden
başladığınız,başla:dığınız
çembere,çember:e
görevli,görev:li
söylediklerini,söyle:diklerini
hükmü,hüküm
alnımdan,alın:mdan
akrabası,akraba:sı
türden,tür:den
dolduğunu,dol:duğunu
şarkıyı,şarkı:yı
neresi,neresi
olamıyorsun,ol:amıyorsun
karartmanın,karar:tmanın
görüşteyim,görüş:teyim
kaçırdığım,kaçır:dığım
mesafesinin,mesafe:sinin
hislerin,his:lerin
karşılaşması,karşılaş:ması
kıymet,kıymet
şöyle,şöyle
gıcırdıyordu,gıcırda:yordu
düşündeki,düşün:deki
öğrenmem,öğren:mem
hastalığıyla,hastalık:ıyla
yapsam,yap:sam
dolaşırsam,dolaş:ırsam
istemeyeceksiniz,iste:meyeceksiniz
anlamadım,anla:madım
hislerinin,his:lerinin
toz,toz
baldızımla,baldız:ımla
yürüdüğünü,yürü:düğünü
sarhoşun,sarhoş:un
anlamaya,anla:maya
dostluğunu,dostluk:unu
yapılmayacak,yapıl:mayacak
bulmaca,bulmaca
herkes,herkes
kasasının,kasa:sının
işlerimizi,iş:lerimizi
çiçek,çiçek
yakmalıyız,yak:malıyız
istemeden,iste:meden
düzelttim,düzelt:tim
çıkmaya,çıkma:ya
öğreneceğimi,öğren:eceğimi
okuduğunuz,oku:duğunuz
bulamıyordum,bula:mıyordum
getirerek,getir:erek
şey,şey
kavrayacak,kavra:yacak
cebimde,cep:imde
arkadaşım,arkadaş:ım
aydan,ay:dan
arkadaşın,arkadaş:ın
çocuktu,çocuk:tu
zıt,zıt
ağızlarını,ağız:larını
sevmenin,sev:menin
vagon,vagon
büküp,bük:üp
keçiören,keçiören
istemeye,iste:meye
dünyamdan,dünya:mdan
onlara,onlar:a
başkalarını,başka:larını
isteyecekti,iste:yecekti
midemde,mide:mde
işittim,işit:tim
takibe,takip:e
başımızdaki,baş:ımızdaki
başımdan,baş:ımdan
kin,kin
kol,kol
çarpıntım,çarpıntı:m
tok,tok
huzursuzlandı,huzursuzlan:dı
boyumda,boy:umda
kof,kof
yerlerde,yer:lerde
şaşırmamıştım,şaşır:mamıştım
kanaatini,kanaat:ini
kemiklerinin,kemik:lerinin
elinde,el:inde
gidersin,gider:sin
kor,kor
akan,ak:an
pencerelerine,pencere:lerine
seyreder,seyret:er
sabırlı,sabırlı
para,par:a
istidadınız,istidat:ınız
çekingen,çekingen
duyuracak,duyur:acak
tavırları,tavır:ları
etmeyin,et:meyin
utangaçlığı,utangaç:lığı
şehrin,şehir:n
sokaklara,sokak:lara
evinize,ev:inize
aşk,aşk
bıkkın,bıkkın
sevgiye,sevgi:ye
aksine,aksine
bağlı,bağlı
cilvelerine,cilve:lerine
kırmızı,kırmızı
harekettir,hareket:tir
öhö,öhö
yığın,yığ:ın
kalmıyordu,kal:mıyordu
kapansın,kapan:sın
dediği,dediği
omzuma,omuz:ma
hassasiyet,hassasiyet
hissiydi,hissi:ydi
böbürlenme,böbürlen:me
kızınız,kız:ınız
telakki,telakki
tersiyle,ters:iyle
parmak,parmak
konserdeki,konser:deki
unutmadığı,unut:madığı
düzeltirken,düzelt:irken
caddede,cadde:de
azmetmiştim,azmet:miştim
yarar,yarar
olarak,ol:arak
kuluçkaya,kuluçka:ya
gözünüzün,göz:ünüzün
etmezse,et:mezse
veriyorlardı,ver:iyorlardı
projektörleri,projektör:leri
sıkıldığını,sıkıl:dığını
merdivenli,merdivenli
başlangıcı,başlangıç:ı
sahici,sahici
yataklı,yataklı
sebebi,sebep:i
mütercimi,mütercim:i
feryat,feryat
halkı,halk:ı
söylüyorlardı,söyle:yorlardı
evrak,evrak
vermemek,ver:memek
tutuşturuverdi,tutuş:turuverdi
kurşun,kurşun
öldüğünü,öl:düğünü
garip,garip
asfalt,asfalt
başlasın,başla:sın
danışmaya,danış:maya
büyüğü,büyük:ü
muydu,mu:ydu
bayan,bayan
sualime,sual:ime
dönmüşe,dön:müşe
ziyafet,ziyafet
sepetine,sepet:ine
ağzının,ağız:nın
olmadım,ol:madım
zannettiğim,zannet:tiğim
kitapların,kitap:ların
çekme,çekme
söylemişti,söyle:mişti
kısaca,kısa:ca
gazinoya,gazino:ya
anlamaz,anla:maz
hoplar,hopla:r
topluyorum,topla:uyorum
yazılmamış,yaz:ılmamış
havasını,hava:sını
cenup,cenup
uçurun,uçur:un
yaşlıyım,yaşlı:yım
edilmezi,et:ilmezi
ki,ki
sustular,sus:tular
adımın,ad:ımın
mukadderatına,mukadderat:ına
düşünecekler,düşün:ecekler
değişiklikten,değişik:likten
bastığını,bastık:ını
oturacağım,oturacak:ım
neydi,ney:di
müfrit,müfrit
yapılır,yapıl:ır
omuzlarım,omuzla:rım
yalnızlığı,yalnız:lığı
yaklaştıran,yaklaş:tıran
yaklaşınca,yaklaş:ınca
parmaklarının,parmak:larının
düşünmüyordum,düşün:müyordum
ressamdan,ressam:dan
vaktinde,vaktinde
taraflarını,taraf:larını
çıkmaktan,çık:maktan
seyrettiğim,seyret:tiğim
tarafımız,taraf:ımız
ciddiyetle,ciddiyet:le
havran'da,havran:'da
şuraya,şura:ya
güdük,güdük
kalbini,kalbi:ni
kendisi,kendi:si
götürdüler,götür:düler
aldırılırdı,aldır:ılırdı
geçmesinde,geç:mesinde
duruşu,dur:uşu
donanmıştı,donan:mıştı
arıyor,ara:ıyor
şairi,şair:i
duyunca,duyu:nca
çalması,çalma:sı
tedai,tedai
şimdi,şimdi
saygıyla,saygı:yla
bakışta,bakış:ta
muntazam,muntazam
parkelerin,parke:lerin
zannediyordu,zannet:iyordu
ermesinden,er:mesinden
silinmez,silin:mez
sevemiyordu,sev:emiyordu
yaşıma,yaş:ıma
küçülmüyor,küçül:müyor
almıştık,al:mıştık
içindi,iç:indi
kaybetmiştim,kaybet:miştim
almıştım,al:mıştım
bilemiyordu,bil:emiyordu
havale,havale
localar,loca:lar
içinde,içinde
üzerime,üzer:ime
kazanan,kazan:an
bahsetsenize,bahset:senize
eteklerinin,etek:lerinin
çıkarmadan,çıkarma:dan
tabiatımda,tabiat:ımda
tekerlekler,tekerlek:ler
kalkamıyorum,kalk:amıyorum
karşılaşınca,karşılaş:ınca
gelmemiştim,gel:memiştim
uzanıyordu,uzan:ıyordu
yaşça,yaş:ça
gösterdikleri,göster:dikleri
sahip,sahip
hollandalı,hollanda:lı
kanalların,kanal:ların
sahil,sahil
dışlarına,dış:larına
bacakları,bacak:ları
beğenmemişti,beğen:memişti
mütalaa,mütalaa
sildim,sil:dim
bağıra,bağır:a
gelmemiştir,gel:memiştir
kıpırdatmam,kıpırda:tmam
isminizle,isim:nizle
gittiğinde,git:tiğinde
meydanında,meydan:ında
evlenmek,evlen:mek
tüyleri,tüy:leri
kalkamadın,kalk:amadın
edemeyeceğini,edeme:yeceğini
bakarsak,bak:arsak
gitmeden,git:meden
süzülürüm,süzül:ürüm
zevako'lar,zevako:'lar
verdiğinden,ver:diğinden
nakit,nakit
sarsılmaz,sarsıl:maz
sonralarına,sonra:larına
üzen,üz:en
sardı,sar:dı
gönderecektim,gönder:ecektim
yapraklı,yapraklı
ilikliyordu,ilikle:yordu
biliyorsunuzdur,bil:iyorsunuzdur
kesmeye,kes:meye
ceketinin,ceket:inin
koklayarak,kokla:yarak
okumuştu,oku:muştu
alelacele,alelacele
iki,iki
reklamını,reklam:ını
pasaportlar,pasaport:lar
değiştirmek,değiş:tirmek
gürültüyü,gürültü:yü
unutmayın,unut:mayın
merasim,merasim
bastı,bas:tı
cevapta,cevap:ta
ayakkabılarını,ayakkabı:larını
kaçışım,kaç:ışım
körler,kör:ler
dudaklarında,dudak:larında
ışığına,ışık:ına
küstah,küstah
hayallere,hayal:lere
yaptıklarına,yap:tıklarına
yapayalnız,yapayalnız
edebiliriz,et:ebiliriz
bakmaktan,bak:maktan
yavaşladı,yavaşla:dı
dargınız,dargın:ız
anlamadınız,anla:madınız
karşı,karşı
deliğinden,delik:inden
onlardı,on:lardı
andan,an:dan
vazgeçirmenin,vazgeçir:menin
korkmayın,kork:mayın
bilgisi,bilgi:si
sevgiyi,sevgi:yi
gecikmenin,gecik:menin
hıçkırıklarıyla,hıçkırık:larıyla
